Time,8564Left,8564Right,8565Left,8565Right,8566Left,8566Right,8568Left,8568Right,8569Left,8569Right,8570Left,8570Right,8571Left,8571Right,8575Left,8575Right,8576Left,8576Right,8577Left,8577Right,8578Left,8578Right,8579Left,8579Right,8580Left,8580Right,8584Left,8584Right,8587Left,8587Right,8588Left,8588Right,8589Left,8589Right,8590Left,8590Right,8591Left,8591Right,8592Left,8592Right,8593Left,8593Right,8594Left,8594Right,8595Left,8595Right,8596Left,8596Right,8597Left,8597Right,8599Left,8599Right,8603Left,8603Right,8604Left,8604Right,8605Left,8605Right,8606Left,8606Right,8607Left,8607Right,8608Left,8608Right,8609Left,8609Right,8610Left,8610Right,8611Left,8611Right,8612Left,8612Right,8613Left,8613Right,8614Left,8614Right,8615Left,8615Right,8616Left,8616Right,8617Left,8617Right,8618Left,8618Right,8619Left,8619Right,8621Left,8621Right,8622Left,8622Right,8623Left,8623Right,8624Left,8624Right,8625Left,8625Right,8627Left,8627Right,8628Left,8628Right,8629Left,8629Right,8630Left,8630Right,8631Left,8631Right,8632Left,8632Right,8633Left,8633Right,8634Left,8634Right,8635Left,8635Right,8636Left,8636Right,8637Left,8637Right,8638Left,8638Right,8639Left,8639Right,8640Left,8640Right,8641Left,8641Right,8643Left,8643Right,8644Left,8644Right,8645Left,8645Right,8648Left,8648Right,8649Left,8649Right,8650Left,8650Right,8651Left,8651Right,8652Left,8652Right,8653Left,8653Right,8654Left,8654Right,8656Left,8656Right,8657Left,8657Right,8658Left,8658Right
21000,-17,-32,-21,-38,-22,-37,-3,-12,-6,-18,-6,-17,-4,-16,-9,-21,-12,-26,-11,-25,-16,-30,-21,-34,-21,-36,-4,-13,-3,-13,-5,-16,-5,-15,-9,-23,-10,-21,-7,-21,-13,-25,-21,-32,-20,-32,-20,-32,-17,-31,-3,-11,-3,-13,-5,-17,-18,-31,-14,-29,-20,-33,-2,-10,-5,-15,-4,-13,-6,-16,-7,-20,-13,-27,-14,-25,-4,-12,-4,-13,-3,-9,-14,-27,-18,-33,-22,-34,-20,-34,-22,-35,-22,-35,-2,-9,-3,-13,-6,-18,-9,-21,-11,-24,-10,-25,-4,-12,-5,-17,-5,-15,-18,-33,-18,-33,-19,-33,-15,-31,-13,-29,-20,-33,-22,-36,-2,-11,-4,-14,-4,-13,-18,-30,-24,-40,-16,-32,-6,-13,-4,-13,-6,-17,-4,-16,-4,-13,-6,-17,-6,-18
21100,-17,-32,-21,-36,-22,-37,-3,-12,-6,-18,-5,-17,-4,-16,-9,-21,-12,-25,-11,-25,-16,-28,-20,-34,-21,-36,-4,-12,-3,-11,-5,-14,-5,-14,-8,-23,-9,-21,-7,-21,-13,-25,-21,-32,-18,-32,-20,-32,-17,-31,-3,-11,-3,-12,-5,-17,-18,-31,-14,-29,-20,-32,-2,-9,-4,-15,-4,-13,-5,-16,-7,-19,-13,-26,-14,-25,-4,-12,-4,-13,-3,-9,-14,-27,-18,-33,-20,-34,-18,-34,-21,-35,-22,-35,-2,-9,-3,-11,-5,-18,-9,-19,-11,-24,-10,-23,-3,-12,-5,-16,-4,-15,-18,-32,-18,-33,-19,-33,-15,-30,-13,-27,-20,-33,-20,-36,-2,-9,-4,-13,-4,-13,-16,-30,-24,-38,-16,-32,-6,-13,-4,-13,-6,-17,-4,-15,-3,-13,-6,-17,-5,-18
21200,-15,-32,-21,-36,-22,-37,-3,-12,-6,-16,-5,-16,-4,-16,-8,-21,-12,-25,-11,-24,-16,-28,-20,-34,-21,-34,-4,-12,-3,-11,-5,-14,-5,-14,-8,-21,-9,-21,-7,-21,-11,-25,-19,-32,-18,-32,-18,-32,-17,-31,-3,-11,-3,-12,-5,-15,-16,-31,-14,-29,-20,-32,-2,-9,-4,-14,-4,-13,-5,-16,-7,-19,-13,-26,-14,-25,-3,-12,-4,-13,-2,-9,-14,-25,-17,-33,-20,-33,-18,-32,-21,-34,-20,-35,-2,-9,-3,-11,-5,-18,-9,-19,-11,-24,-10,-23,-3,-11,-5,-16,-4,-15,-18,-32,-18,-31,-19,-33,-15,-30,-13,-27,-18,-33,-20,-36,-2,-9,-4,-13,-4,-13,-16,-30,-24,-38,-16,-31,-6,-13,-4,-13,-5,-17,-4,-15,-3,-12,-5,-17,-5,-18
21300,-15,-32,-21,-36,-20,-37,-3,-12,-6,-16,-5,-16,-3,-16,-8,-20,-11,-25,-11,-24,-16,-28,-20,-33,-21,-34,-4,-12,-3,-11,-5,-14,-5,-14,-8,-21,-9,-19,-5,-21,-11,-23,-19,-32,-18,-30,-18,-32,-15,-31,-3,-11,-3,-12,-5,-15,-16,-31,-12,-29,-20,-32,-2,-9,-4,-14,-3,-13,-5,-15,-6,-19,-13,-26,-12,-25,-3,-12,-4,-12,-2,-9,-14,-25,-17,-31,-20,-33,-18,-32,-21,-34,-20,-34,-2,-9,-2,-11,-5,-16,-9,-19,-10,-24,-10,-23,-3,-11,-5,-16,-4,-14,-16,-32,-18,-31,-17,-33,-15,-30,-13,-27,-18,-33,-20,-34,-2,-9,-4,-13,-3,-13,-16,-28,-22,-38,-16,-31,-5,-13,-3,-13,-5,-16,-4,-15,-3,-12,-5,-16,-5,-16
21400,-15,-31,-19,-36,-20,-35,-3,-11,-6,-16,-5,-16,-3,-15,-8,-20,-11,-25,-10,-24,-14,-28,-20,-33,-21,-34,-3,-12,-2,-11,-4,-14,-4,-14,-8,-21,-9,-19,-5,-21,-11,-23,-19,-30,-18,-30,-18,-31,-15,-31,-3,-10,-3,-12,-4,-15,-16,-29,-12,-27,-18,-32,-2,-9,-4,-14,-3,-12,-5,-15,-6,-19,-11,-26,-12,-25,-3,-11,-4,-12,-2,-8,-14,-25,-17,-31,-20,-33,-18,-32,-21,-34,-20,-34,-2,-8,-2,-11,-5,-16,-8,-19,-10,-24,-9,-23,-3,-11,-4,-16,-4,-14,-16,-32,-16,-31,-17,-33,-13,-30,-11,-27,-18,-32,-20,-34,-2,-9,-3,-13,-3,-11,-16,-28,-22,-38,-14,-31,-5,-12,-3,-12,-5,-16,-4,-15,-3,-12,-5,-16,-5,-16
21500,-15,-31,-19,-35,-20,-35,-3,-11,-5,-16,-4,-16,-3,-15,-8,-20,-11,-23,-10,-24,-14,-27,-20,-33,-19,-34,-3,-11,-2,-11,-4,-14,-4,-12,-8,-21,-9,-19,-5,-21,-11,-23,-19,-30,-18,-30,-18,-31,-15,-30,-3,-10,-3,-11,-4,-15,-16,-29,-12,-27,-18,-32,-2,-9,-3,-14,-3,-12,-4,-15,-6,-17,-11,-26,-12,-24,-3,-11,-4,-12,-2,-8,-14,-25,-17,-31,-19,-33,-18,-32,-19,-34,-20,-34,-2,-8,-2,-10,-5,-16,-8,-18,-10,-23,-9,-22,-3,-11,-4,-14,-4,-14,-16,-30,-16,-31,-17,-31,-13,-30,-11,-26,-18,-32,-19,-34,-2,-9,-3,-11,-3,-11,-16,-28,-22,-37,-14,-31,-5,-12,-3,-12,-5,-16,-4,-15,-3,-12,-5,-16,-4,-16
21600,-14,-31,-19,-35,-20,-35,-3,-11,-5,-15,-4,-14,-3,-15,-7,-20,-11,-23,-10,-22,-14,-27,-18,-33,-19,-33,-3,-11,-2,-10,-4,-13,-4,-12,-6,-21,-8,-19,-5,-18,-10,-23,-17,-30,-16,-30,-18,-31,-15,-30,-3,-10,-3,-11,-4,-13,-14,-29,-12,-27,-18,-30,-2,-7,-3,-12,-3,-12,-4,-13,-6,-17,-11,-24,-12,-24,-3,-11,-4,-12,-2,-8,-12,-25,-15,-31,-19,-31,-17,-32,-19,-34,-19,-34,-2,-8,-2,-10,-4,-16,-8,-18,-10,-23,-9,-22,-3,-10,-4,-14,-4,-14,-16,-30,-16,-30,-17,-31,-13,-28,-11,-26,-18,-32,-19,-34,-2,-8,-3,-11,-3,-11,-14,-28,-22,-37,-14,-29,-4,-12,-3,-12,-5,-16,-4,-13,-3,-12,-4,-16,-4,-16
21700,-14,-31,-18,-35,-19,-35,-3,-11,-5,-15,-4,-14,-2,-15,-7,-18,-11,-23,-10,-22,-14,-27,-18,-32,-19,-33,-3,-11,-2,-10,-4,-13,-4,-12,-6,-21,-8,-18,-5,-18,-10,-23,-17,-30,-16,-30,-16,-31,-13,-30,-2,-10,-3,-11,-4,-13,-14,-29,-11,-27,-18,-30,-2,-7,-3,-12,-3,-12,-4,-13,-6,-17,-11,-24,-10,-24,-3,-11,-3,-12,-2,-8,-12,-25,-15,-31,-19,-31,-17,-31,-19,-32,-19,-32,-2,-8,-2,-10,-4,-16,-8,-18,-10,-23,-9,-22,-3,-10,-4,-14,-4,-13,-16,-30,-16,-30,-15,-31,-13,-28,-11,-26,-16,-32,-19,-33,-2,-8,-3,-11,-3,-11,-14,-28,-22,-37,-14,-29,-4,-12,-3,-12,-5,-16,-4,-13,-3,-11,-4,-16,-4,-15
21800,-14,-30,-18,-35,-19,-34,-3,-10,-5,-15,-4,-14,-2,-15,-7,-18,-9,-23,-10,-22,-13,-27,-18,-32,-19,-33,-2,-11,-2,-10,-4,-13,-4,-12,-6,-19,-8,-18,-5,-18,-10,-22,-17,-29,-16,-29,-16,-29,-13,-30,-2,-10,-3,-11,-4,-13,-14,-28,-11,-27,-16,-30,-2,-7,-3,-12,-3,-10,-4,-13,-5,-17,-10,-24,-10,-24,-3,-9,-3,-10,-2,-7,-12,-23,-15,-30,-19,-31,-17,-31,-19,-32,-19,-32,-2,-8,-2,-10,-4,-15,-8,-18,-8,-23,-9,-22,-3,-10,-4,-14,-4,-13,-14,-30,-15,-30,-15,-31,-13,-28,-10,-26,-16,-32,-19,-33,-2,-8,-3,-11,-2,-11,-14,-27,-22,-37,-14,-29,-4,-11,-2,-12,-5,-14,-4,-13,-3,-11,-4,-14,-4,-15
21900,-14,-30,-18,-35,-19,-34,-3,-10,-4,-15,-4,-14,-2,-13,-7,-18,-9,-22,-8,-22,-13,-27,-18,-32,-17,-33,-2,-11,-2,-10,-4,-13,-4,-11,-6,-19,-8,-18,-4,-18,-10,-22,-17,-29,-16,-29,-16,-29,-13,-28,-2,-8,-2,-11,-4,-13,-14,-28,-11,-26,-16,-30,-2,-7,-3,-12,-3,-10,-4,-13,-5,-17,-10,-24,-10,-22,-3,-9,-3,-10,-2,-7,-12,-23,-15,-30,-19,-31,-15,-31,-17,-32,-19,-32,-2,-6,-2,-10,-4,-15,-6,-18,-8,-21,-7,-22,-2,-10,-4,-14,-4,-13,-14,-29,-15,-30,-15,-30,-12,-28,-10,-26,-16,-30,-19,-33,-2,-8,-3,-10,-2,-10,-14,-27,-20,-37,-13,-29,-4,-11,-2,-10,-5,-14,-3,-13,-3,-11,-4,-14,-4,-15
22000,-14,-30,-18,-34,-19,-34,-3,-10,-4,-15,-4,-14,-2,-13,-6,-18,-9,-22,-8,-22,-13,-25,-16,-32,-17,-31,-2,-9,-2,-10,-4,-11,-4,-11,-6,-19,-6,-18,-4,-18,-10,-22,-17,-29,-14,-29,-16,-29,-13,-28,-2,-8,-2,-9,-4,-13,-14,-28,-11,-26,-16,-29,-2,-7,-3,-12,-3,-10,-4,-13,-5,-16,-10,-23,-10,-22,-3,-9,-3,-10,-2,-7,-12,-23,-15,-30,-17,-31,-15,-31,-17,-32,-17,-32,-2,-6,-2,-8,-3,-15,-6,-16,-8,-21,-7,-20,-2,-10,-4,-13,-3,-13,-14,-29,-15,-28,-15,-30,-12,-28,-10,-24,-16,-30,-17,-33,-2,-8,-3,-10,-2,-10,-14,-27,-20,-35,-13,-28,-4,-11,-2,-10,-5,-14,-3,-12,-2,-11,-4,-14,-4,-15
22100,-12,-30,-18,-34,-17,-34,-2,-10,-4,-13,-4,-13,-2,-13,-6,-18,-9,-22,-8,-21,-13,-25,-16,-32,-17,-31,-2,-9,-2,-9,-4,-11,-4,-11,-6,-19,-6,-16,-4,-17,-9,-22,-16,-29,-14,-27,-15,-29,-13,-28,-2,-8,-2,-9,-4,-13,-13,-28,-9,-26,-16,-29,-2,-7,-3,-11,-2,-10,-4,-12,-5,-16,-10,-23,-10,-22,-2,-9,-3,-10,-2,-7,-12,-23,-14,-30,-17,-30,-15,-29,-17,-31,-17,-32,-2,-6,-2,-8,-3,-15,-6,-16,-8,-21,-7,-20,-2,-9,-4,-13,-3,-11,-14,-29,-15,-28,-15,-30,-12,-27,-10,-24,-15,-30,-17,-33,-2,-7,-3,-10,-2,-10,-13,-27,-20,-35,-13,-28,-3,-11,-2,-10,-4,-14,-3,-12,-2,-11,-3,-14,-4,-15
22200,-12,-28,-16,-34,-17,-34,-2,-9,-4,-13,-4,-13,-2,-13,-6,-17,-8,-22,-8,-21,-13,-25,-16,-30,-17,-31,-2,-9,-2,-9,-3,-11,-4,-11,-5,-19,-6,-16,-4,-17,-9,-22,-16,-27,-14,-27,-15,-29,-12,-28,-2,-8,-2,-9,-4,-11,-13,-28,-9,-26,-14,-29,-2,-6,-3,-11,-2,-10,-4,-12,-5,-16,-8,-23,-9,-22,-2,-9,-3,-9,-2,-7,-10,-23,-14,-28,-17,-30,-15,-29,-17,-31,-17,-31,-2,-6,-2,-8,-3,-14,-6,-16,-7,-21,-7,-20,-2,-9,-4,-13,-3,-11,-13,-29,-15,-28,-13,-30,-12,-27,-10,-24,-15,-30,-17,-31,-2,-7,-3,-10,-2,-10,-13,-25,-20,-35,-13,-28,-3,-11,-2,-10,-4,-13,-3,-12,-2,-9,-3,-14,-4,-13
22300,-12,-28,-16,-32,-17,-32,-2,-9,-4,-13,-4,-13,-2,-13,-6,-17,-8,-22,-7,-21,-11,-25,-16,-30,-17,-31,-2,-9,-2,-9,-3,-11,-3,-11,-5,-17,-6,-16,-4,-17,-9,-20,-16,-27,-14,-27,-15,-28,-12,-27,-2,-8,-2,-9,-4,-11,-13,-26,-9,-24,-14,-29,-2,-6,-3,-11,-2,-9,-3,-12,-5,-14,-8,-23,-9,-21,-2,-8,-3,-9,-2,-5,-10,-21,-14,-28,-17,-30,-15,-29,-17,-31,-17,-31,-2,-6,-2,-8,-3,-14,-5,-16,-7,-20,-6,-20,-2,-9,-3,-13,-3,-11,-13,-27,-15,-28,-13,-30,-12,-27,-8,-24,-15,-29,-17,-31,-2,-7,-3,-10,-2,-10,-13,-25,-18,-35,-11,-28,-3,-10,-2,-10,-4,-13,-3,-12,-2,-9,-3,-13,-4,-13
22400,-12,-28,-16,-32,-17,-32,-2,-9,-4,-13,-3,-13,-2,-12,-6,-17,-8,-20,-7,-21,-11,-24,-16,-30,-15,-31,-2,-9,-2,-9,-3,-10,-3,-9,-5,-17,-5,-16,-4,-17,-9,-20,-16,-27,-14,-27,-15,-28,-12,-27,-2,-7,-2,-9,-4,-11,-13,-26,-9,-24,-14,-27,-2,-6,-2,-11,-2,-9,-3,-12,-5,-14,-8,-22,-9,-21,-2,-8,-3,-9,-2,-5,-10,-21,-14,-28,-15,-30,-14,-29,-15,-31,-17,-31,-2,-5,-2,-7,-3,-14,-5,-16,-7,-20,-6,-19,-2,-9,-3,-11,-3,-11,-13,-27,-13,-28,-13,-28,-10,-27,-8,-23,-15,-29,-15,-31,-2,-7,-3,-9,-2,-9,-13,-25,-18,-35,-11,-28,-3,-10,-2,-9,-4,-13,-3,-11,-2,-9,-3,-13,-4,-13
22500,-11,-28,-16,-32,-17,-32,-2,-9,-4,-12,-3,-13,-2,-12,-5,-17,-8,-20,-7,-19,-11,-24,-14,-30,-15,-30,-2,-8,-2,-9,-3,-10,-3,-9,-5,-17,-5,-16,-4,-17,-7,-20,-16,-27,-13,-27,-13,-28,-12,-27,-2,-7,-2,-8,-3,-11,-11,-26,-9,-24,-14,-27,-2,-6,-2,-11,-2,-9,-3,-10,-5,-14,-8,-22,-9,-21,-2,-8,-3,-9,-2,-5,-10,-21,-12,-28,-15,-28,-14,-28,-15,-29,-15,-31,-2,-5,-2,-7,-3,-14,-5,-15,-7,-20,-6,-19,-2,-9,-3,-11,-3,-11,-13,-27,-13,-27,-13,-28,-10,-27,-8,-23,-15,-29,-15,-31,-1,-7,-3,-9,-2,-9,-11,-25,-18,-33,-11,-26,-3,-10,-2,-9,-3,-13,-3,-11,-2,-9,-3,-13,-3,-13
22600,-11,-28,-14,-32,-15,-32,-2,-9,-4,-12,-3,-11,-2,-12,-5,-15,-7,-20,-7,-19,-11,-24,-14,-29,-15,-30,-2,-8,-2,-7,-3,-10,-3,-9,-5,-17,-5,-15,-4,-15,-7,-20,-14,-27,-13,-26,-13,-28,-10,-27,-2,-7,-2,-8,-3,-11,-11,-26,-8,-24,-14,-27,-1,-6,-2,-9,-2,-9,-3,-10,-5,-14,-8,-22,-7,-21,-2,-8,-3,-9,-1,-5,-10,-21,-12,-27,-15,-28,-14,-28,-15,-29,-15,-31,-2,-5,-2,-7,-3,-12,-5,-15,-6,-20,-6,-19,-2,-7,-3,-11,-3,-10,-13,-27,-13,-27,-12,-28,-10,-25,-8,-23,-13,-29,-15,-30,-1,-6,-3,-9,-2,-9,-11,-25,-18,-33,-11,-26,-3,-10,-2,-9,-3,-13,-3,-11,-2,-8,-3,-13,-3,-12
22700,-11,-27,-14,-32,-15,-31,-2,-7,-4,-12,-3,-11,-2,-12,-5,-15,-7,-19,-7,-19,-10,-24,-14,-29,-15,-30,-2,-8,-2,-7,-3,-10,-3,-9,-4,-17,-5,-15,-4,-15,-7,-19,-14,-26,-13,-26,-13,-26,-10,-27,-2,-7,-2,-8,-3,-10,-11,-25,-8,-23,-13,-27,-1,-6,-2,-9,-2,-8,-3,-10,-4,-14,-8,-22,-7,-21,-2,-7,-3,-8,-1,-5,-8,-21,-12,-27,-15,-28,-14,-28,-15,-29,-15,-29,-1,-5,-2,-7,-3,-12,-5,-15,-6,-20,-6,-19,-2,-7,-2,-11,-3,-10,-11,-27,-13,-27,-12,-28,-10,-25,-7,-23,-13,-27,-15,-30,-1,-6,-2,-9,-2,-9,-11,-24,-18,-33,-9,-26,-3,-8,-2,-9,-3,-11,-3,-11,-2,-8,-3,-12,-3,-12
22800,-11,-27,-14,-31,-15,-31,-2,-7,-3,-12,-3,-11,-2,-12,-5,-15,-7,-19,-6,-19,-10,-24,-14,-29,-14,-30,-2,-8,-1,-7,-3,-9,-3,-8,-4,-16,-5,-15,-4,-15,-7,-19,-14,-26,-13,-26,-13,-26,-10,-25,-2,-6,-2,-8,-3,-10,-11,-25,-8,-23,-13,-26,-1,-5,-2,-9,-2,-8,-3,-10,-4,-13,-7,-20,-7,-19,-2,-7,-3,-8,-1,-4,-8,-19,-12,-27,-13,-28,-13,-28,-13,-29,-15,-29,-1,-4,-1,-7,-3,-12,-4,-15,-6,-18,-5,-19,-2,-7,-2,-10,-3,-10,-11,-26,-12,-27,-12,-27,-10,-25,-7,-21,-13,-27,-15,-30,-1,-6,-2,-9,-2,-7,-11,-24,-18,-33,-9,-26,-3,-8,-2,-9,-3,-11,-3,-11,-2,-8,-3,-12,-3,-12
22900,-9,-27,-14,-31,-15,-31,-2,-7,-3,-11,-3,-11,-2,-11,-4,-15,-7,-19,-6,-19,-10,-22,-13,-29,-14,-30,-2,-8,-1,-7,-3,-9,-3,-8,-4,-16,-4,-15,-3,-15,-7,-19,-14,-26,-11,-26,-13,-26,-10,-25,-2,-6,-2,-8,-3,-10,-11,-25,-8,-23,-13,-26,-1,-5,-2,-9,-2,-8,-3,-9,-4,-13,-7,-20,-7,-19,-2,-7,-2,-8,-1,-4,-8,-19,-11,-27,-13,-28,-13,-27,-13,-28,-14,-29,-1,-4,-1,-6,-2,-12,-4,-13,-6,-18,-5,-17,-2,-7,-2,-10,-2,-10,-11,-26,-12,-25,-12,-27,-9,-25,-7,-21,-13,-27,-13,-30,-1,-6,-2,-8,-2,-7,-11,-24,-16,-33,-9,-25,-3,-8,-2,-8,-3,-11,-3,-9,-2,-8,-3,-12,-3,-12
23000,-9,-27,-14,-31,-15,-31,-2,-7,-3,-11,-3,-10,-2,-11,-4,-15,-6,-19,-6,-18,-10,-22,-13,-29,-14,-28,-2,-7,-1,-6,-3,-9,-3,-8,-4,-16,-4,-15,-3,-15,-7,-19,-12,-26,-11,-24,-12,-26,-10,-25,-2,-6,-2,-7,-3,-10,-10,-25,-7,-23,-13,-26,-1,-5,-2,-8,-2,-8,-3,-9,-4,-13,-7,-20,-7,-19,-2,-7,-2,-8,-1,-4,-8,-19,-11,-27,-13,-27,-13,-27,-13,-28,-14,-29,-1,-4,-1,-6,-2,-12,-4,-13,-6,-18,-5,-17,-2,-7,-2,-10,-2,-9,-11,-26,-12,-25,-12,-27,-9,-25,-7,-21,-11,-27,-13,-28,-1,-6,-2,-8,-2,-7,-10,-24,-16,-32,-9,-25,-2,-8,-2,-8,-3,-11,-3,-9,-2,-8,-3,-12,-3,-10
23100,-9,-25,-13,-31,-13,-29,-2,-7,-3,-11,-3,-10,-1,-11,-4,-14,-6,-19,-6,-18,-8,-22,-13,-27,-14,-28,-2,-7,-1,-6,-2,-9,-2,-8,-4,-16,-4,-14,-3,-13,-7,-17,-12,-25,-11,-24,-12,-25,-9,-25,-2,-6,-2,-7,-2,-10,-10,-23,-7,-21,-13,-26,-1,-5,-2,-8,-2,-8,-3,-9,-3,-13,-7,-20,-6,-19,-2,-7,-2,-7,-1,-4,-8,-19,-11,-26,-13,-27,-13,-27,-13,-28,-14,-28,-1,-4,-1,-6,-2,-11,-4,-13,-6,-18,-5,-17,-2,-6,-2,-10,-2,-9,-10,-26,-12,-25,-11,-27,-9,-23,-6,-21,-11,-27,-13,-28,-1,-5,-2,-8,-2,-7,-10,-22,-16,-32,-9,-25,-2,-7,-2,-8,-3,-10,-2,-9,-2,-7,-3,-10,-3,-10
23200,-9,-25,-13,-30,-13,-29,-2,-7,-3,-11,-3,-10,-1,-11,-4,-14,-6,-17,-5,-18,-8,-22,-13,-27,-14,-28,-2,-7,-1,-6,-2,-9,-2,-8,-3,-16,-4,-14,-3,-13,-7,-17,-12,-25,-11,-24,-12,-25,-9,-24,-2,-6,-2,-7,-2,-10,-10,-23,-7,-21,-11,-26,-1,-5,-2,-8,-2,-7,-2,-9,-3,-13,-6,-20,-6,-18,-2,-6,-2,-7,-1,-4,-7,-19,-11,-26,-12,-27,-11,-27,-12,-28,-14,-28,-1,-4,-1,-6,-2,-11,-3,-13,-6,-18,-5,-17,-2,-6,-2,-10,-2,-9,-10,-24,-10,-25,-11,-27,-9,-23,-6,-21,-11,-26,-13,-28,-1,-5,-2,-8,-2,-7,-10,-22,-16,-32,-8,-25,-2,-7,-2,-8,-3,-10,-2,-9,-2,-7,-3,-10,-3,-10
23300,-9,-25,-13,-30,-13,-29,-2,-7,-3,-11,-2,-10,-1,-11,-4,-14,-6,-17,-5,-18,-8,-20,-13,-27,-12,-28,-2,-7,-1,-6,-2,-8,-2,-7,-3,-16,-4,-14,-3,-13,-7,-17,-12,-25,-10,-24,-11,-25,-9,-24,-2,-5,-2,-7,-2,-8,-10,-23,-7,-21,-11,-24,-1,-5,-1,-8,-2,-7,-2,-9,-3,-12,-6,-18,-6,-18,-2,-6,-2,-7,-1,-4,-7,-19,-11,-26,-12,-27,-11,-25,-12,-28,-14,-28,-1,-4,-1,-6,-2,-11,-3,-12,-6,-17,-5,-16,-2,-6,-2,-9,-2,-9,-10,-24,-10,-25,-11,-25,-9,-23,-6,-20,-11,-26,-12,-28,-1,-5,-2,-8,-2,-7,-10,-22,-14,-32,-8,-25,-2,-7,-2,-8,-3,-10,-2,-8,-2,-7,-3,-10,-3,-10
23400,-8,-25,-11,-30,-12,-29,-2,-7,-3,-9,-2,-10,-1,-9,-4,-14,-6,-17,-5,-16,-8,-20,-11,-27,-12,-27,-2,-7,-1,-6,-2,-8,-2,-7,-3,-14,-4,-14,-3,-13,-5,-17,-11,-25,-10,-24,-11,-25,-9,-24,-2,-5,-2,-7,-2,-8,-8,-23,-7,-21,-11,-24,-1,-4,-1,-8,-2,-7,-2,-8,-3,-12,-6,-18,-6,-18,-2,-6,-2,-7,-1,-4,-7,-18,-10,-26,-12,-25,-11,-25,-12,-26,-12,-28,-1,-4,-1,-5,-2,-11,-3,-12,-6,-17,-5,-16,-1,-6,-2,-9,-2,-9,-10,-24,-10,-24,-11,-25,-8,-23,-6,-20,-11,-26,-12,-27,-1,-5,-2,-6,-2,-6,-8,-22,-14,-32,-8,-24,-2,-7,-2,-6,-3,-10,-2,-8,-2,-7,-2,-10,-2,-10
23500,-8,-25,-11,-30,-12,-29,-2,-7,-3,-9,-2,-9,-1,-9,-4,-12,-5,-17,-5,-16,-8,-20,-11,-26,-12,-27,-2,-6,-1,-5,-2,-8,-2,-7,-3,-14,-4,-12,-3,-13,-5,-17,-11,-25,-10,-23,-11,-24,-8,-24,-2,-5,-2,-6,-2,-8,-8,-22,-6,-21,-11,-24,-1,-4,-1,-7,-2,-7,-2,-8,-3,-12,-6,-18,-5,-18,-2,-6,-2,-7,-1,-4,-7,-18,-10,-24,-12,-25,-11,-25,-12,-26,-12,-26,-1,-4,-1,-5,-2,-11,-3,-12,-5,-17,-5,-16,-1,-6,-2,-9,-2,-9,-8,-24,-10,-24,-9,-25,-8,-23,-6,-20,-10,-26,-12,-27,-1,-5,-2,-6,-2,-6,-8,-21,-14,-30,-8,-24,-2,-7,-2,-6,-3,-10,-2,-8,-2,-7,-2,-9,-2,-9
23600,-8,-24,-11,-28,-12,-28,-2,-6,-3,-9,-2,-9,-1,-9,-4,-12,-5,-16,-4,-16,-7,-20,-11,-26,-12,-27,-2,-6,-1,-5,-2,-8,-2,-7,-3,-14,-4,-12,-3,-13,-5,-16,-11,-23,-10,-23,-11,-24,-8,-24,-1,-5,-2,-6,-2,-8,-8,-22,-6,-20,-9,-24,-1,-4,-1,-7,-2,-7,-2,-8,-3,-12,-5,-18,-5,-18,-2,-6,-2,-6,-1,-4,-7,-18,-10,-24,-12,-25,-10,-25,-12,-26,-12,-26,-1,-4,-1,-5,-2,-9,-3,-12,-5,-16,-4,-16,-1,-5,-2,-9,-2,-7,-8,-24,-8,-24,-9,-25,-8,-22,-5,-20,-10,-24,-12,-27,-1,-4,-2,-6,-2,-6,-8,-21,-14,-30,-8,-24,-2,-7,-2,-6,-3,-9,-2,-8,-2,-6,-2,-9,-2,-9
23700,-8,-24,-11,-28,-12,-28,-2,-6,-3,-9,-2,-9,-1,-9,-4,-12,-5,-16,-4,-16,-7,-19,-11,-26,-11,-27,-2,-6,-1,-5,-2,-8,-2,-7,-3,-14,-4,-12,-3,-11,-5,-16,-11,-23,-10,-23,-9,-24,-8,-23,-1,-5,-1,-6,-2,-8,-8,-22,-6,-20,-9,-23,-1,-4,-1,-7,-2,-6,-2,-8,-3,-10,-5,-18,-5,-16,-2,-6,-2,-6,-1,-4,-6,-18,-8,-24,-10,-25,-10,-25,-10,-26,-12,-26,-1,-3,-1,-5,-2,-9,-3,-10,-5,-16,-4,-16,-1,-5,-2,-9,-2,-7,-8,-23,-8,-24,-9,-24,-8,-22,-5,-19,-10,-24,-12,-27,-1,-4,-2,-6,-2,-6,-8,-21,-14,-30,-7,-24,-2,-6,-1,-6,-3,-9,-2,-8,-2,-6,-2,-9,-2,-9
