Time,8564Left,8564Right,8565Left,8565Right,8566Left,8566Right,8568Left,8568Right,8569Left,8569Right,8570Left,8570Right,8571Left,8571Right,8575Left,8575Right,8576Left,8576Right,8577Left,8577Right,8578Left,8578Right,8579Left,8579Right,8580Left,8580Right,8584Left,8584Right,8587Left,8587Right,8588Left,8588Right,8589Left,8589Right,8590Left,8590Right,8591Left,8591Right,8592Left,8592Right,8593Left,8593Right,8594Left,8594Right,8595Left,8595Right,8596Left,8596Right,8597Left,8597Right,8599Left,8599Right,8603Left,8603Right,8604Left,8604Right,8605Left,8605Right,8606Left,8606Right,8607Left,8607Right,8608Left,8608Right,8609Left,8609Right,8610Left,8610Right,8611Left,8611Right,8612Left,8612Right,8613Left,8613Right,8614Left,8614Right,8615Left,8615Right,8616Left,8616Right,8617Left,8617Right,8618Left,8618Right,8619Left,8619Right,8621Left,8621Right,8622Left,8622Right,8623Left,8623Right,8624Left,8624Right,8625Left,8625Right,8627Left,8627Right,8628Left,8628Right,8629Left,8629Right,8630Left,8630Right,8631Left,8631Right,8632Left,8632Right,8633Left,8633Right,8634Left,8634Right,8635Left,8635Right,8636Left,8636Right,8637Left,8637Right,8638Left,8638Right,8639Left,8639Right,8640Left,8640Right,8641Left,8641Right,8643Left,8643Right,8644Left,8644Right,8645Left,8645Right,8648Left,8648Right,8649Left,8649Right,8650Left,8650Right,8651Left,8651Right,8652Left,8652Right,8653Left,8653Right,8654Left,8654Right,8656Left,8656Right,8657Left,8657Right,8658Left,8658Right
10300,-62,-69,-68,-75,-69,-74,-44,-49,-49,-55,-50,-54,-44,-53,-53,-59,-56,-64,-60,-64,-64,-70,-68,-73,-70,-74,-47,-52,-42,-52,-48,-54,-48,-54,-54,-63,-55,-61,-50,-61,-59,-64,-67,-73,-67,-71,-66,-72,-65,-70,-44,-51,-43,-50,-50,-54,-67,-72,-60,-69,-67,-72,-41,-48,-48,-53,-45,-53,-50,-54,-54,-60,-59,-64,-60,-65,-45,-51,-47,-53,-41,-49,-62,-67,-66,-71,-68,-72,-65,-73,-69,-74,-67,-74,-41,-48,-41,-52,-51,-57,-58,-59,-57,-63,-57,-64,-46,-51,-49,-54,-49,-55,-67,-72,-65,-71,-65,-72,-63,-70,-59,-68,-67,-73,-69,-75,-44,-50,-48,-53,-45,-53,-66,-69,-71,-77,-63,-71,-49,-52,-44,-52,-49,-55,-48,-54,-47,-52,-50,-57,-50,-56
10400,-62,-69,-68,-73,-69,-74,-44,-49,-49,-53,-48,-54,-44,-53,-53,-59,-56,-62,-58,-64,-63,-70,-65,-73,-68,-74,-47,-52,-42,-52,-48,-53,-48,-52,-54,-62,-55,-60,-50,-61,-59,-64,-67,-71,-65,-71,-66,-72,-65,-70,-44,-49,-43,-50,-50,-54,-67,-72,-60,-67,-65,-72,-41,-46,-48,-53,-45,-51,-48,-54,-52,-60,-59,-64,-58,-65,-45,-51,-47,-51,-41,-47,-62,-67,-66,-71,-68,-72,-65,-73,-67,-74,-67,-73,-41,-48,-41,-52,-49,-57,-58,-59,-57,-63,-57,-62,-44,-51,-49,-54,-47,-55,-67,-72,-65,-71,-65,-72,-61,-70,-59,-66,-67,-73,-67,-75,-44,-50,-46,-53,-45,-53,-64,-69,-71,-77,-63,-71,-49,-52,-44,-52,-49,-55,-48,-54,-44,-52,-50,-55,-50,-56
10500,-62,-69,-68,-73,-66,-74,-44,-49,-49,-53,-48,-53,-44,-53,-53,-59,-56,-62,-58,-64,-63,-68,-65,-73,-68,-74,-45,-52,-42,-50,-48,-53,-48,-52,-54,-62,-55,-60,-50,-61,-59,-64,-67,-71,-65,-71,-66,-71,-65,-70,-44,-49,-43,-50,-50,-54,-64,-72,-60,-67,-65,-71,-41,-46,-46,-53,-45,-51,-48,-54,-52,-58,-59,-64,-58,-64,-43,-51,-47,-51,-41,-47,-62,-67,-66,-71,-66,-72,-65,-71,-67,-74,-67,-73,-39,-48,-41,-50,-49,-55,-56,-59,-55,-63,-57,-62,-44,-49,-46,-54,-47,-54,-67,-72,-64,-71,-65,-72,-61,-70,-59,-66,-67,-73,-67,-75,-44,-48,-46,-51,-45,-51,-64,-69,-69,-77,-61,-71,-47,-52,-43,-52,-49,-55,-46,-54,-44,-52,-50,-55,-50,-56
10600,-60,-69,-68,-73,-66,-74,-42,-49,-49,-53,-48,-53,-42,-53,-51,-59,-56,-62,-58,-63,-63,-68,-65,-71,-68,-72,-45,-52,-42,-50,-48,-53,-48,-52,-54,-62,-55,-60,-50,-59,-57,-64,-67,-71,-65,-70,-66,-71,-62,-70,-44,-49,-42,-50,-50,-54,-64,-72,-60,-67,-65,-71,-41,-46,-46,-51,-45,-51,-48,-52,-52,-58,-58,-64,-58,-64,-43,-49,-47,-51,-41,-47,-59,-67,-64,-71,-66,-70,-65,-71,-67,-72,-67,-73,-39,-48,-41,-50,-49,-55,-56,-57,-55,-63,-57,-62,-44,-49,-46,-54,-47,-54,-65,-72,-64,-69,-63,-72,-61,-68,-59,-66,-65,-73,-67,-73,-44,-48,-46,-51,-45,-51,-64,-67,-69,-77,-61,-71,-47,-52,-43,-52,-46,-55,-46,-54,-44,-50,-50,-55,-48,-56
10700,-60,-67,-66,-73,-66,-72,-42,-49,-47,-53,-48,-53,-42,-53,-51,-57,-56,-62,-58,-63,-63,-68,-65,-71,-68,-72,-45,-49,-42,-50,-48,-53,-48,-52,-51,-62,-53,-60,-50,-59,-57,-62,-65,-71,-65,-70,-66,-71,-62,-69,-42,-49,-42,-50,-47,-54,-64,-70,-60,-67,-65,-71,-38,-46,-46,-51,-45,-51,-48,-52,-52,-58,-58,-64,-58,-64,-43,-49,-45,-51,-39,-47,-59,-67,-64,-71,-66,-70,-65,-71,-67,-72,-65,-73,-39,-48,-39,-50,-49,-55,-56,-57,-55,-63,-57,-62,-44,-49,-46,-53,-47,-54,-65,-72,-64,-69,-63,-72,-61,-68,-57,-66,-65,-71,-67,-73,-44,-48,-46,-51,-45,-51,-64,-67,-69,-76,-61,-69,-47,-50,-43,-50,-46,-55,-46,-53,-44,-50,-47,-55,-48,-54
10800,-60,-67,-66,-72,-66,-72,-42,-48,-47,-53,-46,-53,-42,-52,-51,-57,-54,-62,-58,-63,-61,-68,-65,-71,-68,-72,-45,-49,-39,-50,-46,-53,-45,-52,-51,-62,-53,-58,-50,-59,-57,-62,-65,-71,-65,-70,-66,-71,-62,-69,-42,-47,-42,-50,-47,-54,-64,-70,-58,-67,-63,-71,-38,-46,-46,-51,-43,-51,-48,-52,-52,-58,-58,-63,-58,-64,-43,-49,-45,-51,-39,-47,-59,-67,-64,-70,-66,-70,-64,-71,-67,-72,-65,-73,-39,-46,-39,-50,-49,-55,-56,-57,-55,-61,-54,-62,-42,-49,-46,-53,-46,-54,-65,-70,-64,-69,-63,-70,-61,-68,-57,-66,-65,-71,-67,-73,-41,-48,-46,-51,-43,-51,-64,-67,-69,-76,-61,-69,-47,-50,-43,-50,-46,-54,-46,-53,-44,-50,-47,-55,-48,-54
10900,-60,-67,-66,-72,-66,-72,-42,-48,-47,-52,-46,-53,-42,-52,-51,-57,-54,-61,-55,-63,-61,-68,-63,-71,-65,-72,-45,-49,-39,-50,-46,-51,-45,-51,-51,-60,-53,-58,-47,-59,-57,-62,-65,-69,-63,-70,-63,-71,-62,-69,-42,-47,-42,-48,-47,-53,-64,-70,-58,-65,-63,-71,-38,-45,-44,-51,-43,-49,-46,-52,-49,-58,-58,-63,-56,-64,-43,-49,-45,-50,-39,-46,-59,-64,-64,-70,-64,-70,-64,-69,-64,-72,-65,-71,-39,-46,-39,-48,-46,-55,-53,-57,-55,-61,-54,-62,-42,-49,-46,-53,-46,-54,-65,-70,-64,-69,-63,-70,-59,-68,-57,-64,-65,-71,-65,-73,-41,-48,-43,-51,-43,-49,-62,-67,-69,-76,-59,-69,-47,-50,-43,-50,-46,-54,-44,-53,-43,-50,-47,-54,-48,-54
11000,-58,-67,-66,-72,-64,-72,-42,-48,-47,-52,-46,-51,-42,-52,-51,-57,-54,-61,-55,-61,-61,-66,-63,-69,-65,-71,-42,-49,-39,-49,-46,-51,-45,-51,-51,-60,-53,-58,-47,-57,-55,-62,-65,-69,-63,-70,-63,-69,-60,-69,-42,-47,-42,-48,-47,-53,-63,-70,-58,-65,-63,-69,-38,-45,-44,-51,-43,-49,-46,-52,-49,-56,-55,-63,-56,-62,-41,-49,-45,-50,-39,-46,-59,-64,-64,-70,-64,-70,-64,-69,-64,-72,-65,-71,-37,-46,-39,-48,-46,-53,-53,-57,-53,-61,-54,-60,-42,-48,-44,-53,-46,-52,-65,-70,-61,-69,-63,-70,-59,-68,-57,-64,-65,-71,-65,-73,-41,-47,-43,-50,-43,-49,-62,-67,-67,-76,-59,-69,-45,-50,-40,-50,-46,-54,-44,-53,-43,-49,-47,-54,-47,-54
11100,-58,-67,-64,-72,-64,-70,-40,-48,-47,-52,-46,-51,-40,-52,-49,-57,-54,-61,-55,-61,-61,-66,-63,-69,-65,-71,-42,-49,-39,-49,-46,-51,-45,-51,-51,-60,-51,-58,-47,-57,-55,-62,-65,-69,-63,-68,-63,-69,-60,-69,-40,-47,-42,-48,-47,-53,-63,-70,-58,-65,-63,-69,-38,-45,-44,-50,-43,-49,-46,-51,-49,-56,-55,-61,-56,-62,-41,-48,-45,-50,-37,-46,-59,-64,-62,-70,-64,-69,-64,-69,-64,-72,-65,-71,-37,-46,-39,-48,-46,-53,-53,-56,-53,-61,-54,-60,-42,-48,-44,-51,-46,-52,-63,-70,-61,-68,-61,-70,-59,-66,-57,-64,-63,-71,-65,-72,-41,-47,-43,-50,-43,-49,-62,-65,-67,-74,-59,-68,-45,-50,-40,-49,-44,-54,-44,-51,-43,-49,-47,-54,-47,-54
11200,-58,-66,-64,-72,-64,-70,-40,-47,-45,-52,-46,-51,-40,-50,-49,-56,-52,-61,-55,-61,-61,-66,-63,-69,-65,-71,-42,-48,-37,-49,-44,-51,-44,-51,-51,-60,-51,-56,-47,-57,-55,-60,-63,-69,-63,-68,-63,-69,-60,-67,-40,-47,-39,-48,-45,-53,-63,-68,-56,-65,-63,-69,-37,-45,-44,-50,-41,-49,-46,-51,-49,-56,-55,-61,-56,-62,-41,-48,-43,-50,-37,-46,-57,-64,-62,-70,-64,-69,-61,-69,-64,-70,-63,-71,-37,-44,-36,-48,-46,-53,-53,-56,-53,-60,-54,-60,-42,-48,-44,-51,-46,-52,-63,-70,-61,-68,-61,-70,-59,-66,-55,-64,-63,-69,-65,-72,-41,-47,-43,-50,-43,-49,-62,-65,-67,-74,-59,-68,-45,-48,-40,-49,-44,-52,-44,-51,-43,-49,-45,-54,-47,-53
11300,-58,-66,-64,-72,-64,-70,-40,-47,-45,-50,-44,-51,-40,-50,-49,-56,-52,-59,-55,-61,-58,-66,-63,-69,-65,-71,-42,-48,-37,-49,-44,-51,-44,-51,-48,-60,-51,-56,-47,-57,-55,-60,-63,-69,-63,-68,-62,-69,-60,-67,-40,-46,-39,-47,-45,-53,-63,-68,-56,-65,-61,-69,-37,-45,-44,-50,-41,-49,-44,-51,-47,-56,-55,-61,-54,-62,-41,-48,-43,-50,-37,-44,-57,-64,-62,-68,-64,-69,-61,-69,-64,-70,-63,-70,-37,-44,-36,-48,-45,-53,-53,-56,-53,-60,-51,-60,-40,-48,-44,-51,-43,-50,-63,-68,-61,-68,-61,-68,-59,-66,-55,-62,-63,-69,-65,-72,-39,-47,-42,-50,-41,-49,-62,-65,-67,-74,-59,-68,-45,-48,-40,-49,-44,-52,-44,-51,-43,-49,-45,-54,-47,-53
11400,-58,-66,-64,-70,-62,-70,-40,-47,-45,-50,-44,-49,-40,-50,-49,-56,-52,-59,-54,-61,-58,-64,-61,-69,-64,-71,-42,-48,-37,-47,-44,-49,-44,-49,-48,-60,-51,-56,-45,-57,-55,-60,-63,-67,-61,-68,-62,-69,-60,-67,-40,-46,-39,-47,-45,-53,-63,-68,-56,-63,-61,-68,-37,-43,-42,-50,-41,-47,-44,-51,-47,-56,-55,-61,-54,-62,-39,-48,-43,-48,-37,-44,-57,-63,-62,-68,-62,-69,-61,-69,-62,-70,-63,-70,-37,-44,-36,-47,-45,-53,-51,-56,-53,-60,-51,-60,-40,-48,-43,-51,-43,-50,-63,-68,-61,-68,-61,-68,-57,-66,-55,-62,-63,-69,-62,-72,-39,-45,-42,-50,-41,-47,-59,-65,-67,-74,-57,-68,-45,-48,-39,-49,-44,-52,-42,-51,-41,-49,-45,-52,-44,-53
11500,-56,-66,-64,-70,-62,-70,-38,-47,-45,-50,-44,-49,-38,-50,-47,-56,-52,-59,-54,-59,-58,-64,-61,-67,-64,-69,-40,-48,-37,-47,-44,-49,-44,-49,-48,-58,-51,-56,-45,-57,-53,-60,-63,-67,-61,-66,-62,-67,-58,-67,-40,-46,-39,-47,-45,-50,-60,-68,-56,-63,-61,-68,-37,-43,-42,-48,-41,-47,-44,-49,-47,-54,-54,-61,-54,-60,-39,-48,-43,-48,-37,-44,-57,-63,-62,-68,-62,-69,-61,-67,-62,-70,-63,-70,-34,-44,-36,-47,-45,-52,-51,-54,-53,-60,-51,-58,-40,-46,-43,-50,-43,-50,-61,-68,-59,-66,-61,-68,-57,-66,-55,-62,-61,-69,-62,-70,-39,-45,-42,-48,-41,-47,-59,-65,-65,-74,-57,-68,-43,-48,-39,-49,-44,-52,-42,-50,-41,-47,-45,-52,-44,-53
11600,-56,-66,-62,-70,-62,-70,-38,-47,-43,-50,-44,-49,-38,-50,-47,-56,-52,-59,-54,-59,-58,-64,-61,-67,-64,-69,-40,-48,-37,-47,-44,-49,-44,-49,-48,-58,-49,-56,-45,-55,-53,-58,-63,-67,-61,-66,-62,-67,-58,-67,-38,-46,-39,-47,-45,-50,-60,-66,-56,-63,-61,-68,-34,-43,-42,-48,-41,-47,-44,-49,-47,-54,-54,-60,-54,-60,-39,-46,-43,-48,-35,-44,-57,-63,-59,-68,-62,-67,-61,-67,-62,-70,-61,-70,-34,-44,-36,-47,-45,-52,-51,-54,-51,-60,-51,-58,-40,-46,-43,-50,-42,-50,-61,-68,-59,-66,-59,-68,-57,-64,-53,-62,-61,-69,-62,-70,-39,-45,-42,-48,-41,-47,-59,-64,-65,-72,-57,-66,-43,-47,-39,-47,-43,-52,-42,-50,-41,-47,-45,-52,-44,-51
11700,-56,-64,-62,-70,-62,-69,-38,-45,-43,-50,-42,-49,-38,-50,-47,-54,-50,-59,-54,-59,-56,-64,-61,-67,-64,-69,-40,-46,-35,-47,-42,-49,-41,-49,-48,-58,-49,-55,-45,-55,-53,-58,-60,-67,-61,-66,-62,-67,-58,-65,-38,-46,-37,-47,-45,-50,-60,-66,-54,-63,-59,-68,-34,-43,-42,-48,-39,-47,-44,-49,-47,-54,-54,-60,-54,-60,-39,-46,-41,-48,-35,-44,-57,-63,-59,-66,-62,-67,-59,-67,-62,-68,-61,-68,-34,-42,-35,-47,-45,-52,-51,-54,-51,-58,-51,-58,-40,-46,-43,-50,-42,-50,-61,-67,-59,-66,-59,-66,-57,-64,-53,-62,-61,-68,-62,-70,-37,-45,-42,-48,-39,-47,-59,-64,-65,-72,-57,-66,-43,-47,-39,-47,-43,-50,-42,-50,-41,-47,-43,-52,-44,-51
11800,-56,-64,-62,-69,-62,-69,-38,-45,-43,-49,-42,-49,-38,-48,-47,-54,-50,-57,-51,-59,-56,-64,-59,-67,-61,-69,-40,-46,-35,-47,-42,-47,-41,-47,-46,-58,-49,-55,-45,-55,-53,-58,-60,-66,-61,-66,-59,-67,-58,-65,-38,-44,-37,-45,-42,-50,-60,-66,-54,-62,-59,-68,-34,-41,-42,-48,-39,-46,-42,-49,-45,-54,-54,-60,-52,-60,-39,-46,-41,-47,-35,-42,-54,-63,-59,-66,-62,-67,-59,-67,-62,-68,-61,-68,-34,-42,-35,-47,-42,-52,-49,-54,-51,-58,-48,-58,-38,-46,-41,-50,-42,-49,-61,-67,-59,-66,-59,-66,-55,-64,-53,-61,-61,-68,-60,-70,-37,-45,-39,-48,-39,-46,-59,-64,-65,-72,-57,-66,-43,-47,-37,-47,-43,-50,-40,-50,-38,-47,-43,-50,-44,-51
11900,-56,-64,-62,-69,-60,-69,-36,-45,-43,-49,-42,-48,-38,-48,-47,-54,-50,-57,-51,-59,-56,-63,-59,-67,-61,-69,-40,-46,-35,-45,-42,-47,-41,-47,-46,-58,-49,-55,-43,-55,-51,-58,-60,-66,-59,-66,-59,-65,-58,-65,-38,-44,-37,-45,-42,-50,-60,-66,-54,-62,-59,-66,-34,-41,-40,-48,-39,-46,-42,-48,-45,-53,-51,-60,-52,-59,-37,-46,-41,-47,-35,-42,-54,-61,-59,-66,-60,-67,-59,-66,-62,-68,-61,-68,-32,-42,-35,-45,-42,-52,-49,-54,-51,-58,-48,-58,-38,-46,-41,-50,-42,-49,-61,-67,-57,-66,-59,-66,-55,-64,-53,-61,-61,-68,-60,-70,-37,-43,-39,-48,-39,-46,-57,-64,-63,-72,-55,-66,-41,-47,-37,-47,-43,-50,-40,-50,-38,-47,-43,-50,-42,-51
12000,-54,-64,-62,-69,-60,-69,-36,-45,-41,-49,-42,-48,-36,-48,-45,-54,-50,-57,-51,-58,-56,-63,-59,-66,-61,-67,-38,-46,-35,-45,-42,-47,-41,-47,-46,-56,-48,-55,-43,-55,-51,-58,-60,-66,-59,-66,-59,-65,-55,-65,-38,-44,-37,-45,-42,-48,-58,-66,-54,-62,-59,-66,-34,-41,-40,-46,-39,-46,-42,-48,-45,-53,-51,-60,-52,-59,-37,-44,-41,-47,-35,-42,-54,-61,-57,-66,-60,-67,-59,-66,-59,-68,-59,-68,-32,-42,-35,-45,-42,-50,-49,-52,-49,-58,-48,-56,-38,-44,-41,-48,-42,-49,-58,-67,-57,-65,-59,-66,-55,-63,-53,-61,-59,-68,-60,-68,-37,-43,-39,-46,-39,-46,-57,-62,-63,-71,-55,-66,-41,-47,-37,-46,-41,-50,-40,-48,-38,-45,-43,-50,-42,-49
12100,-54,-62,-59,-69,-60,-67,-36,-43,-41,-49,-42,-48,-36,-48,-45,-54,-48,-57,-51,-58,-56,-63,-59,-66,-61,-67,-38,-46,-35,-45,-42,-47,-41,-47,-46,-56,-48,-55,-43,-54,-51,-57,-58,-66,-59,-64,-59,-65,-55,-63,-35,-44,-35,-45,-42,-48,-58,-64,-52,-62,-57,-66,-32,-41,-40,-46,-37,-46,-42,-48,-45,-53,-51,-58,-52,-59,-37,-44,-41,-47,-33,-42,-54,-61,-57,-66,-60,-65,-59,-66,-59,-68,-59,-66,-32,-42,-33,-45,-42,-50,-49,-52,-49,-58,-48,-56,-38,-44,-41,-48,-40,-49,-58,-67,-57,-65,-57,-66,-55,-63,-51,-61,-59,-66,-60,-68,-37,-43,-39,-46,-39,-46,-57,-62,-63,-71,-55,-64,-41,-45,-37,-46,-41,-49,-40,-48,-38,-45,-41,-50,-42,-49
12200,-54,-62,-59,-69,-60,-67,-36,-43,-41,-47,-40,-48,-36,-47,-45,-52,-48,-57,-51,-58,-54,-63,-59,-66,-61,-67,-38,-46,-35,-45,-40,-47,-39,-47,-46,-56,-48,-53,-43,-54,-51,-57,-58,-66,-59,-64,-57,-65,-55,-63,-35,-44,-35,-45,-42,-48,-58,-64,-52,-62,-57,-66,-32,-40,-40,-46,-37,-46,-40,-48,-43,-53,-51,-58,-50,-59,-37,-44,-38,-47,-33,-40,-54,-61,-57,-64,-60,-65,-57,-66,-59,-66,-59,-66,-32,-41,-33,-45,-42,-50,-49,-52,-49,-56,-48,-56,-38,-44,-41,-48,-40,-47,-58,-65,-57,-65,-57,-64,-55,-63,-51,-61,-59,-66,-60,-68,-35,-43,-37,-46,-37,-46,-57,-62,-63,-71,-55,-64,-41,-45,-35,-46,-41,-49,-40,-48,-38,-45,-41,-49,-42,-49
12300,-54,-62,-59,-67,-60,-67,-36,-43,-41,-47,-40,-48,-36,-47,-45,-52,-48,-55,-49,-58,-54,-63,-57,-66,-59,-67,-38,-44,-33,-45,-40,-46,-39,-46,-46,-56,-48,-53,-43,-54,-51,-57,-58,-64,-56,-64,-57,-65,-55,-63,-35,-42,-35,-43,-40,-48,-58,-64,-52,-60,-57,-64,-32,-40,-38,-46,-37,-44,-40,-46,-43,-51,-50,-58,-50,-57,-34,-44,-38,-45,-33,-40,-52,-61,-57,-64,-57,-65,-57,-66,-59,-66,-59,-66,-32,-41,-33,-43,-40,-50,-47,-52,-49,-56,-46,-56,-36,-44,-39,-48,-40,-47,-58,-65,-57,-65,-57,-64,-52,-63,-51,-59,-59,-66,-58,-68,-35,-43,-37,-46,-37,-44,-57,-62,-63,-71,-53,-64,-41,-45,-35,-46,-41,-49,-38,-48,-36,-45,-41,-49,-40,-49
12400,-54,-62,-59,-67,-58,-67,-36,-43,-41,-47,-40,-46,-36,-47,-43,-52,-48,-55,-49,-58,-54,-61,-57,-66,-59,-65,-38,-44,-33,-43,-40,-46,-39,-46,-44,-56,-48,-53,-43,-54,-48,-57,-58,-64,-56,-64,-57,-64,-53,-63,-35,-42,-35,-43,-40,-48,-56,-64,-52,-60,-57,-64,-32,-40,-38,-46,-37,-44,-40,-46,-43,-51,-50,-57,-50,-57,-34,-44,-38,-45,-33,-40,-52,-61,-57,-64,-57,-65,-57,-64,-59,-66,-57,-66,-30,-41,-33,-43,-40,-50,-47,-50,-49,-56,-46,-56,-36,-42,-39,-47,-40,-47,-58,-65,-55,-65,-57,-64,-52,-61,-51,-59,-59,-66,-58,-68,-35,-41,-37,-44,-37,-44,-55,-62,-61,-71,-53,-64,-39,-45,-35,-44,-39,-49,-38,-46,-36,-45,-41,-49,-40,-48
12500,-52,-62,-59,-67,-58,-67,-34,-43,-40,-47,-40,-46,-34,-47,-43,-52,-48,-55,-49,-56,-54,-61,-57,-64,-59,-65,-35,-44,-33,-43,-40,-46,-39,-46,-44,-54,-45,-53,-40,-54,-48,-57,-58,-64,-56,-63,-57,-64,-53,-63,-35,-42,-35,-43,-40,-48,-56,-64,-52,-60,-57,-64,-32,-40,-38,-45,-37,-44,-40,-46,-43,-51,-50,-57,-50,-57,-34,-44,-38,-45,-33,-40,-52,-58,-55,-64,-57,-64,-57,-64,-57,-66,-57,-66,-30,-41,-33,-43,-40,-48,-47,-50,-47,-56,-46,-54,-36,-42,-39,-47,-38,-47,-56,-65,-55,-63,-55,-64,-52,-61,-51,-59,-56,-66,-58,-67,-35,-41,-37,-44,-37,-44,-55,-60,-61,-69,-53,-62,-39,-43,-35,-44,-39,-49,-38,-46,-36,-44,-39,-49,-40,-48
12600,-52,-60,-58,-67,-58,-65,-34,-42,-40,-47,-40,-46,-34,-47,-43,-52,-48,-55,-49,-56,-54,-61,-57,-64,-59,-65,-35,-44,-33,-43,-37,-46,-37,-46,-44,-54,-45,-51,-40,-54,-48,-55,-57,-64,-56,-63,-57,-64,-53,-62,-33,-42,-32,-43,-40,-46,-56,-63,-52,-60,-55,-64,-30,-40,-38,-45,-35,-44,-38,-46,-41,-51,-50,-57,-48,-57,-34,-42,-36,-45,-31,-40,-52,-58,-55,-64,-57,-64,-57,-64,-57,-66,-57,-65,-30,-39,-30,-43,-40,-48,-47,-50,-47,-54,-46,-54,-36,-42,-39,-47,-38,-46,-56,-63,-55,-63,-55,-64,-52,-61,-48,-59,-56,-64,-58,-67,-35,-41,-37,-44,-37,-44,-55,-60,-61,-69,-53,-62,-39,-43,-35,-44,-39,-47,-38,-46,-36,-44,-39,-49,-40,-48
12700,-52,-60,-58,-65,-58,-65,-34,-42,-40,-46,-38,-46,-34,-45,-43,-50,-45,-55,-47,-56,-52,-61,-57,-64,-57,-65,-35,-44,-31,-43,-37,-46,-37,-46,-44,-54,-45,-51,-40,-51,-48,-55,-57,-64,-56,-63,-55,-64,-53,-62,-33,-40,-32,-41,-40,-46,-56,-63,-49,-60,-55,-64,-30,-38,-36,-45,-35,-44,-38,-45,-41,-51,-47,-57,-48,-55,-34,-42,-36,-45,-31,-39,-52,-58,-55,-62,-57,-64,-55,-64,-57,-66,-57,-65,-30,-39,-30,-43,-40,-48,-45,-50,-47,-54,-46,-54,-34,-42,-37,-47,-38,-46,-56,-63,-55,-63,-55,-63,-52,-61,-48,-59,-56,-64,-56,-67,-33,-41,-34,-44,-35,-44,-55,-60,-61,-69,-53,-62,-39,-43,-33,-44,-39,-47,-36,-46,-36,-44,-39,-47,-38,-48
12800,-52,-60,-58,-65,-58,-65,-34,-42,-40,-46,-38,-46,-34,-45,-43,-50,-45,-53,-47,-56,-52,-61,-55,-64,-57,-65,-35,-42,-31,-43,-37,-44,-37,-44,-44,-54,-45,-51,-40,-51,-48,-55,-57,-62,-54,-63,-55,-62,-53,-62,-33,-40,-32,-41,-40,-46,-56,-63,-49,-58,-55,-62,-30,-38,-36,-45,-35,-42,-38,-45,-41,-50,-47,-57,-48,-55,-32,-42,-36,-43,-31,-39,-49,-58,-55,-62,-56,-64,-55,-64,-57,-64,-57,-65,-30,-39,-30,-42,-38,-48,-45,-50,-47,-54,-44,-54,-34,-42,-37,-45,-38,-46,-56,-63,-55,-63,-55,-63,-51,-61,-48,-57,-56,-64,-56,-67,-33,-41,-34,-44,-35,-42,-55,-60,-61,-69,-51,-62,-36,-43,-33,-43,-39,-47,-36,-46,-34,-44,-39,-47,-38,-48
12900,-52,-60,-58,-65,-56,-65,-32,-42,-37,-46,-38,-45,-34,-45,-41,-50,-45,-53,-47,-54,-52,-59,-55,-62,-57,-64,-35,-42,-31,-41,-37,-44,-37,-44,-42,-54,-45,-51,-40,-51,-46,-55,-57,-62,-54,-63,-55,-62,-53,-62,-33,-40,-32,-41,-37,-46,-54,-63,-49,-58,-55,-62,-30,-38,-36,-43,-35,-42,-38,-45,-41,-50,-47,-55,-48,-55,-32,-42,-36,-43,-31,-39,-49,-58,-55,-62,-56,-62,-55,-62,-57,-64,-55,-65,-28,-39,-30,-42,-38,-46,-45,-48,-47,-54,-44,-54,-34,-41,-37,-45,-36,-46,-56,-63,-53,-61,-55,-63,-51,-59,-48,-57,-54,-64,-56,-65,-33,-40,-34,-42,-35,-42,-53,-60,-58,-69,-51,-60,-36,-43,-33,-43,-37,-47,-36,-45,-34,-44,-37,-47,-38,-46
13000,-50,-60,-58,-65,-56,-65,-32,-40,-37,-44,-38,-45,-32,-45,-41,-50,-45,-53,-47,-54,-52,-59,-55,-62,-57,-64,-33,-42,-31,-41,-37,-44,-37,-44,-42,-52,-43,-51,-37,-51,-46,-55,-57,-62,-54,-61,-55,-62,-51,-62,-31,-40,-32,-41,-37,-46,-54,-61,-49,-58,-53,-62,-28,-38,-36,-43,-35,-42,-36,-45,-41,-50,-47,-55,-46,-55,-32,-40,-36,-43,-29,-39,-49,-58,-52,-62,-56,-62,-55,-62,-54,-64,-55,-63,-28,-39,-30,-42,-38,-46,-45,-48,-45,-54,-44,-52,-34,-41,-37,-45,-36,-46,-54,-63,-53,-61,-52,-63,-51,-59,-46,-57,-54,-64,-56,-65,-33,-40,-34,-42,-35,-42,-53,-58,-58,-67,-51,-60,-36,-42,-33,-43,-37,-46,-36,-45,-34,-42,-37,-47,-38,-46
